B	0.981751 00:00:00.9817510
C	196.684128 00:03:16.6841280
E	196.684128 00:03:16.6841280
F	196.752469 00:03:16.7524690
C	196.822271 00:03:16.8222710
F	196.822271 00:03:16.8222710
H	196.8936 00:03:16.8936000
D	196.966562 00:03:16.9665620
F	196.966562 00:03:16.9665620
D	197.041118 00:03:17.0411180
E	197.117456 00:03:17.1174560
F	197.117456 00:03:17.1174560
D	197.19538 00:03:17.1953800
B	197.269785 00:03:17.2697850
G	197.345277 00:03:17.3452770
P	197.421848 00:03:17.4218480
L	197.49953 00:03:17.4995300
G	197.578356 00:03:17.5783560
P	197.658358 00:03:17.6583580
L	198.266812 00:03:18.2668120
I	198.586901 00:03:18.5869010
N	198.658398 00:03:18.6583980
L	198.729894 00:03:18.7298940
F	199.866276 00:03:19.8662760
C	199.952287 00:03:19.9522870
G	199.952287 00:03:19.9522870
P	200.036659 00:03:20.0366590
D	200.036659 00:03:20.0366590
E	200.118409 00:03:20.1184090
F	200.118409 00:03:20.1184090
H	200.197738 00:03:20.1977380
I	200.274594 00:03:20.2745940
P	200.274594 00:03:20.2745940
N	200.34893 00:03:20.3489300
E	200.34893 00:03:20.3489300
E	200.421223 00:03:20.4212230
F	200.421223 00:03:20.4212230
H	200.491617 00:03:20.4916170
D	200.560115 00:03:20.5601150
G	200.560115 00:03:20.5601150
P	200.628173 00:03:20.6281730
D	200.628173 00:03:20.6281730
E	200.696231 00:03:20.6962310
F	200.696231 00:03:20.6962310
H	200.764289 00:03:20.7642890
I	200.832347 00:03:20.8323470
P	200.832347 00:03:20.8323470
N	200.900406 00:03:20.9004060
E	200.900406 00:03:20.9004060
E	200.968464 00:03:20.9684640
F	200.968464 00:03:20.9684640
H	201.036522 00:03:21.0365220
D	201.104984 00:03:21.1049840
G	201.104984 00:03:21.1049840
P	201.173509 00:03:21.1735090
D	201.173509 00:03:21.1735090
E	201.242033 00:03:21.2420330
F	201.242033 00:03:21.2420330
H	201.310621 00:03:21.3106210
D	201.378525 00:03:21.3785250
G	201.378525 00:03:21.3785250
P	201.446866 00:03:21.4468660
D	201.446866 00:03:21.4468660
E	201.516668 00:03:21.5166680
F	201.516668 00:03:21.5166680
H	201.588555 00:03:21.5885550
I	201.661548 00:03:21.6615480
P	201.661548 00:03:21.6615480
P	201.734047 00:03:21.7340470
N	201.734047 00:03:21.7340470
I	201.806163 00:03:21.8061630
P	201.806163 00:03:21.8061630
H	201.877797 00:03:21.8777970
I	201.94909 00:03:21.9490900
P	201.94909 00:03:21.9490900
P	202.020046 00:03:22.0200460
N	202.020046 00:03:22.0200460
D	202.090501 00:03:22.0905010
F	202.090501 00:03:22.0905010
H	202.160497 00:03:22.1604970
I	202.230168 00:03:22.2301680
P	202.230168 00:03:22.2301680
P	202.299389 00:03:22.2993890
P	202.299389 00:03:22.2993890
D	202.368292 00:03:22.3682920
F	202.368292 00:03:22.3682920
H	202.436816 00:03:22.4368160
I	202.504936 00:03:22.5049360
P	202.504936 00:03:22.5049360
P	202.572626 00:03:22.5726260
N	202.572626 00:03:22.5726260
I	202.640013 00:03:22.6400130
O	202.640013 00:03:22.6400130
L	202.706858 00:03:22.7068580
I	202.773823 00:03:22.7738230
P	202.773823 00:03:22.7738230
P	202.841209 00:03:22.8412090
P	202.841209 00:03:22.8412090
D	202.909145 00:03:22.9091450
F	202.909145 00:03:22.9091450
G	202.977514 00:03:22.9775140
P	203.046322 00:03:23.0463220
P	203.046322 00:03:23.0463220
P	203.115703 00:03:23.1157030
N	203.115703 00:03:23.1157030
D	203.185536 00:03:23.1855360
F	203.185536 00:03:23.1855360
H	203.255958 00:03:23.2559580
I	203.326414 00:03:23.3264140
P	203.326414 00:03:23.3264140
P	203.396738 00:03:23.3967380
P	203.396738 00:03:23.3967380
D	203.466701 00:03:23.4667010
F	203.466701 00:03:23.4667010
H	203.53634 00:03:23.5363400
I	203.605784 00:03:23.6057840
P	203.605784 00:03:23.6057840
P	203.674781 00:03:23.6747810
N	203.674781 00:03:23.6747810
I	203.743558 00:03:23.7435580
P	203.743558 00:03:23.7435580
G	203.812083 00:03:23.8120830
P	203.880234 00:03:23.8802340
P	203.880234 00:03:23.8802340
P	203.948885 00:03:23.9488850
P	203.948885 00:03:23.9488850
D	204.018106 00:03:24.0181060
F	204.018106 00:03:24.0181060
G	204.088101 00:03:24.0881010
P	204.158724 00:03:24.1587240
P	204.158724 00:03:24.1587240
P	204.230085 00:03:24.2300850
N	204.230085 00:03:24.2300850
D	204.302166 00:03:24.3021660
F	204.302166 00:03:24.3021660
H	204.37509 00:03:24.3750900
I	204.448619 00:03:24.4486190
P	204.448619 00:03:24.4486190
P	204.521506 00:03:24.5215060
P	204.521506 00:03:24.5215060
D	204.593762 00:03:24.5937620
F	204.593762 00:03:24.5937620
H	204.665396 00:03:24.6653960
I	204.736554 00:03:24.7365540
P	204.736554 00:03:24.7365540
P	204.80711 00:03:24.8071100
N	204.80711 00:03:24.8071100
I	204.876975 00:03:24.8769750
P	204.876975 00:03:24.8769750
G	204.94626 00:03:24.9462600
P	205.015417 00:03:25.0154170
P	205.015417 00:03:25.0154170
P	205.085023 00:03:25.0850230
P	205.085023 00:03:25.0850230
D	205.155084 00:03:25.1550840
F	205.155084 00:03:25.1550840
H	205.22574 00:03:25.2257400
I	205.296865 00:03:25.2968650
P	205.296865 00:03:25.2968650
P	205.368464 00:03:25.3684640
N	205.368464 00:03:25.3684640
I	205.440685 00:03:25.4406850
P	205.440685 00:03:25.4406850
G	205.513395 00:03:25.5133950
P	205.586106 00:03:25.5861060
P	205.586106 00:03:25.5861060
P	205.658605 00:03:25.6586050
P	205.658605 00:03:25.6586050
D	205.731209 00:03:25.7312090
F	205.731209 00:03:25.7312090
H	205.804238 00:03:25.8042380
I	205.877266 00:03:25.8772660
P	205.877266 00:03:25.8772660
P	205.950724 00:03:25.9507240
N	205.950724 00:03:25.9507240
I	206.024289 00:03:26.0242890
P	206.024289 00:03:26.0242890
G	206.098218 00:03:26.0982180
P	206.172329 00:03:26.1723290
P	206.172329 00:03:26.1723290
P	206.246587 00:03:26.2465870
P	206.246587 00:03:26.2465870
D	206.321251 00:03:26.3212510
F	206.321251 00:03:26.3212510
H	206.39599 00:03:26.3959900
I	206.471216 00:03:26.4712160
P	206.471216 00:03:26.4712160
P	206.546441 00:03:26.5464410
N	206.546441 00:03:26.5464410
I	206.622237 00:03:26.6222370
P	206.622237 00:03:26.6222370
H	206.698265 00:03:26.6982650
I	206.774639 00:03:26.7746390
P	206.774639 00:03:26.7746390
P	206.851328 00:03:26.8513280
N	206.851328 00:03:26.8513280
I	206.92829 00:03:26.9282900
P	206.92829 00:03:26.9282900
H	207.00581 00:03:27.0058100
I	207.08341 00:03:27.0834100
P	207.08341 00:03:27.0834100
P	207.161575 00:03:27.1615750
N	207.161575 00:03:27.1615750
I	207.240029 00:03:27.2400290
P	207.240029 00:03:27.2400290
H	207.31881 00:03:27.3188100
I	207.397967 00:03:27.3979670
P	207.397967 00:03:27.3979670
P	207.477374 00:03:27.4773740
N	207.477374 00:03:27.4773740
I	207.557417 00:03:27.5574170
P	207.557417 00:03:27.5574170
H	207.637546 00:03:27.6375460
I	207.718234 00:03:27.7182340
P	207.718234 00:03:27.7182340
P	207.799273 00:03:27.7992730
N	207.799273 00:03:27.7992730
I	207.880618 00:03:27.8806180
P	207.880618 00:03:27.8806180
H	207.962407 00:03:27.9624070
I	208.044464 00:03:28.0444640
P	208.044464 00:03:28.0444640
P	208.127155 00:03:28.1271550
N	208.127155 00:03:28.1271550
I	208.209983 00:03:28.2099830
P	208.209983 00:03:28.2099830
G	208.970005 00:03:28.9700050
N	209.293256 00:03:29.2932560
E	209.336004 00:03:29.3360040
E	209.373506 00:03:29.3735060
E	209.410722 00:03:29.4107220
E	209.447709 00:03:29.4477090
E	209.483722 00:03:29.4837220
E	209.520233 00:03:29.5202330
E	209.556478 00:03:29.5564780
E	209.592506 00:03:29.5925060
E	209.626242 00:03:29.6262420
C	210.019457 00:03:30.0194570
H	210.060204 00:03:30.0602040
H	210.101485 00:03:30.1014850
H	210.143233 00:03:30.1432330
H	210.185425 00:03:30.1854250
H	210.228182 00:03:30.2281820
H	210.271513 00:03:30.2715130
H	210.316485 00:03:30.3164850
H	210.3599 00:03:30.3599000
H	210.403341 00:03:30.4033410
H	210.446945 00:03:30.4469450
H	210.669538 00:03:30.6695380
C	210.695179 00:03:30.6951790
E	210.720724 00:03:30.7207240
E	210.746178 00:03:30.7461780
E	210.771516 00:03:30.7715160
E	210.796747 00:03:30.7967470
E	210.821886 00:03:30.8218860
E	210.846936 00:03:30.8469360
E	210.871894 00:03:30.8718940
E	210.896729 00:03:30.8967290
E	210.921477 00:03:30.9214770
E	210.946136 00:03:30.9461360
E	210.970706 00:03:30.9707060
E	210.995176 00:03:30.9951760
E	211.019543 00:03:31.0195430
E	211.043822 00:03:31.0438220
E	211.066412 00:03:31.0664120
C	211.448352 00:03:31.4483520
H	211.469326 00:03:31.4693260
H	211.489544 00:03:31.4895440
H	211.509836 00:03:31.5098360
H	211.530128 00:03:31.5301280
H	211.550512 00:03:31.5505120
H	211.571763 00:03:31.5717630
H	211.592255 00:03:31.5922550
H	211.612759 00:03:31.6127590
H	211.633352 00:03:31.6333520
H	211.654006 00:03:31.6540060
H	211.67553 00:03:31.6755300
H	211.696258 00:03:31.6962580
H	211.717057 00:03:31.7170570
H	211.737939 00:03:31.7379390
H	211.758842 00:03:31.7588420
H	211.780636 00:03:31.7806360
H	211.801644 00:03:31.8016440
H	211.823604 00:03:31.8236040
H	212.184749 00:03:32.1847490
C	212.20537 00:03:32.2053700
E	212.225943 00:03:32.2259430
E	212.246415 00:03:32.2464150
E	212.265969 00:03:32.2659690
E	212.286323 00:03:32.2863230
E	212.306621 00:03:32.3066210
E	212.326867 00:03:32.3268670
E	212.347021 00:03:32.3470210
E	212.366272 00:03:32.3662720
E	212.386307 00:03:32.3863070
E	212.406292 00:03:32.4062920
E	212.426222 00:03:32.4262220
E	212.446072 00:03:32.4460720
E	212.465029 00:03:32.4650290
E	212.484755 00:03:32.4847550
E	212.504436 00:03:32.5044360
E	212.524061 00:03:32.5240610
E	212.543612 00:03:32.5436120
E	212.562283 00:03:32.5622830
E	212.581687 00:03:32.5816870
E	212.602242 00:03:32.6022420
C	212.98085 00:03:32.9808500
H	212.998375 00:03:32.9983750
H	213.015997 00:03:33.0159970
H	213.033716 00:03:33.0337160
H	213.05153 00:03:33.0515300
H	213.069448 00:03:33.0694480
H	213.087472 00:03:33.0874720
H	213.105598 00:03:33.1055980
H	213.123822 00:03:33.1238220
H	213.142152 00:03:33.1421520
H	213.16054 00:03:33.1605400
H	213.178985 00:03:33.1789850
H	213.197536 00:03:33.1975360
H	213.216191 00:03:33.2161910
H	213.234955 00:03:33.2349550
H	213.253831 00:03:33.2538310
H	213.272828 00:03:33.2728280
H	213.291934 00:03:33.2919340
H	213.311155 00:03:33.3111550
H	213.330492 00:03:33.3304920
H	213.349947 00:03:33.3499470
H	213.369775 00:03:33.3697750
H	213.38736 00:03:33.3873600
H	213.752195 00:03:33.7521950
C	213.790445 00:03:33.7904450
E	213.827497 00:03:33.8274970
E	213.864333 00:03:33.8643330
E	213.902032 00:03:33.9020320
E	213.938549 00:03:33.9385490
E	213.97592 00:03:33.9759200
E	214.012124 00:03:34.0121240
E	214.048123 00:03:34.0481230
E	214.084967 00:03:34.0849670
E	214.120661 00:03:34.1206610
E	214.157192 00:03:34.1571920
E	214.192587 00:03:34.1925870
E	214.227785 00:03:34.2277850
E	214.26371 00:03:34.2637100
E	214.298618 00:03:34.2986180
E	214.334245 00:03:34.3342450
E	214.368866 00:03:34.3688660
E	214.403299 00:03:34.4032990
E	214.438446 00:03:34.4384460
E	214.472601 00:03:34.4726010
E	214.507464 00:03:34.5074640
E	214.541344 00:03:34.5413440
E	214.575044 00:03:34.5750440
E	214.609447 00:03:34.6094470
E	214.641302 00:03:34.6413020
I	215.003402 00:03:35.0034020
N	215.368287 00:03:35.3682870
E	215.394822 00:03:35.3948220
E	215.42123 00:03:35.4212300
E	215.447464 00:03:35.4474640
E	215.473591 00:03:35.4735910
E	215.499534 00:03:35.4995340
E	215.525383 00:03:35.5253830
E	215.55105 00:03:35.5510500
E	215.576622 00:03:35.5766220
E	215.602015 00:03:35.6020150
E	215.627319 00:03:35.6273190
E	215.652449 00:03:35.6524490
E	215.677487 00:03:35.6774870
E	215.702358 00:03:35.7023580
E	215.72714 00:03:35.7271400
E	215.752941 00:03:35.7529410
E	215.776558 00:03:35.7765580
C	216.158991 00:03:36.1589910
H	216.181453 00:03:36.1814530
H	216.204025 00:03:36.2040250
H	216.226714 00:03:36.2267140
H	216.248639 00:03:36.2486390
H	216.271473 00:03:36.2714730
H	216.294454 00:03:36.2944540
H	216.316647 00:03:36.3166470
H	216.339803 00:03:36.3398030
H	216.363039 00:03:36.3630390
H	216.386427 00:03:36.3864270
H	216.409017 00:03:36.4090170
H	216.432545 00:03:36.4325450
H	216.456229 00:03:36.4562290
H	216.479116 00:03:36.4791160
H	216.502996 00:03:36.5029960
H	216.526952 00:03:36.5269520
H	216.55116 00:03:36.5511600
H	216.91098 00:03:36.9109800
C	216.942464 00:03:36.9424640
E	216.973199 00:03:36.9731990
E	217.010954 00:03:37.0109540
E	217.048487 00:03:37.0484870
E	217.086758 00:03:37.0867580
E	217.123947 00:03:37.1239470
E	217.161868 00:03:37.1618680
E	217.198719 00:03:37.1987190
E	217.235392 00:03:37.2353920
E	217.272773 00:03:37.2727730
E	217.309099 00:03:37.3090990
E	217.346145 00:03:37.3461450
E	217.382149 00:03:37.3821490
E	217.418867 00:03:37.4188670
E	217.454554 00:03:37.4545540
E	217.490949 00:03:37.4909490
E	217.526294 00:03:37.5262940
E	217.562346 00:03:37.5623460
E	217.597386 00:03:37.5973860
E	217.633126 00:03:37.6331260
E	217.667866 00:03:37.6678660
E	217.703301 00:03:37.7033010
E	217.737555 00:03:37.7375550
I	218.098811 00:03:38.0988110
L	218.098811 00:03:38.0988110
I	218.098811 00:03:38.0988110
P	218.422261 00:03:38.4222610
N	218.422261 00:03:38.4222610
G	218.422261 00:03:38.4222610
O	218.592062 00:03:38.5920620
N	218.61866 00:03:38.6186600
E	218.645567 00:03:38.6455670
E	218.672361 00:03:38.6723610
E	218.699036 00:03:38.6990360
E	218.725602 00:03:38.7256020
E	218.752119 00:03:38.7521190
E	218.779261 00:03:38.7792610
E	218.805559 00:03:38.8055590
E	218.831749 00:03:38.8317490
E	218.857843 00:03:38.8578430
E	218.883875 00:03:38.8838750
E	218.9098 00:03:38.9098000
E	218.936339 00:03:38.9363390
E	218.962055 00:03:38.9620550
E	218.987703 00:03:38.9877030
E	219.013266 00:03:39.0132660
E	219.038727 00:03:39.0387270
E	219.06409 00:03:39.0640900
E	219.090052 00:03:39.0900520
I	219.112671 00:03:39.1126710
K	219.413427 00:03:39.4134270
N	219.413427 00:03:39.4134270
G	219.415378 00:03:39.4153780
O	219.725521 00:03:39.7255210
N	219.725521 00:03:39.7255210
G	219.725521 00:03:39.7255210
O	219.888565 00:03:39.8885650
N	219.913701 00:03:39.9137010
E	219.939071 00:03:39.9390710
E	219.965279 00:03:39.9652790
E	219.991374 00:03:39.9913740
E	220.017424 00:03:40.0174240
E	220.043406 00:03:40.0434060
E	220.070016 00:03:40.0700160
E	220.095802 00:03:40.0958020
E	220.121542 00:03:40.1215420
E	220.14719 00:03:40.1471900
E	220.172778 00:03:40.1727780
E	220.198317 00:03:40.1983170
E	220.224461 00:03:40.2244610
E	220.249793 00:03:40.2497930
E	220.275084 00:03:40.2750840
E	220.300301 00:03:40.3003010
E	220.325442 00:03:40.3254420
E	220.350542 00:03:40.3505420
E	220.376235 00:03:40.3762350
E	220.400035 00:03:40.4000350
I	220.701933 00:03:40.7019330
N	220.701933 00:03:40.7019330
N	220.701933 00:03:40.7019330
G	220.701933 00:03:40.7019330
P	221.014027 00:03:41.0140270
E	221.014027 00:03:41.0140270
E	221.014027 00:03:41.0140270
I	221.014027 00:03:41.0140270
N	221.353876 00:03:41.3538760
E	221.379524 00:03:41.3795240
E	221.405097 00:03:41.4050970
E	221.430627 00:03:41.4306270
E	221.456055 00:03:41.4560550
E	221.481379 00:03:41.4813790
E	221.507358 00:03:41.5073580
E	221.532576 00:03:41.5325760
E	221.557702 00:03:41.5577020
E	221.582732 00:03:41.5827320
E	221.607719 00:03:41.6077190
E	221.632622 00:03:41.6326220
E	221.658154 00:03:41.6581540
E	221.681839 00:03:41.6818390
I	221.983738 00:03:41.9837380
N	221.983738 00:03:41.9837380
N	221.983738 00:03:41.9837380
G	221.983738 00:03:41.9837380
P	222.299527 00:03:42.2995270
L	222.299527 00:03:42.2995270
E	222.299527 00:03:42.2995270
I	222.299527 00:03:42.2995270
O	222.950399 00:03:42.9503990
L	222.950399 00:03:42.9503990
E	222.950399 00:03:42.9503990
I	222.950399 00:03:42.9503990
J	223.330748 00:03:43.3307480
N	223.694697 00:03:43.6946970
E	223.739285 00:03:43.7392850
E	223.778023 00:03:43.7780230
E	223.816456 00:03:43.8164560
E	223.854581 00:03:43.8545810
E	223.891746 00:03:43.8917460
E	223.929333 00:03:43.9293330
E	223.966641 00:03:43.9666410
E	224.003696 00:03:44.0036960
E	224.038396 00:03:44.0383960
C	224.429673 00:03:44.4296730
H	224.472016 00:03:44.4720160
H	224.514621 00:03:44.5146210
H	224.55754 00:03:44.5575400
H	224.600839 00:03:44.6008390
H	224.644413 00:03:44.6444130
H	224.688298 00:03:44.6882980
H	224.732543 00:03:44.7325430
H	224.775958 00:03:44.7759580
H	224.819399 00:03:44.8193990
H	224.863004 00:03:44.8630040
H	225.087484 00:03:45.0874840
C	225.114019 00:03:45.1140190
E	225.140427 00:03:45.1404270
E	225.16666 00:03:45.1666600
E	225.192788 00:03:45.1927880
E	225.218731 00:03:45.2187310
E	225.24458 00:03:45.2445800
E	225.270247 00:03:45.2702470
E	225.295818 00:03:45.2958180
E	225.321212 00:03:45.3212120
E	225.346516 00:03:45.3465160
E	225.371646 00:03:45.3716460
E	225.396684 00:03:45.3966840
E	225.421555 00:03:45.4215550
E	225.446337 00:03:45.4463370
E	225.472138 00:03:45.4721380
E	225.495754 00:03:45.4957540
C	225.878188 00:03:45.8781880
H	225.899818 00:03:45.8998180
H	225.920701 00:03:45.9207010
H	225.941709 00:03:45.9417090
H	225.962768 00:03:45.9627680
H	225.983883 00:03:45.9838830
H	226.005972 00:03:46.0059720
H	226.027303 00:03:46.0273030
H	226.048709 00:03:46.0487090
H	226.070167 00:03:46.0701670
H	226.091759 00:03:46.0917590
H	226.11429 00:03:46.1142900
H	226.136053 00:03:46.1360530
H	226.157871 00:03:46.1578710
H	226.179827 00:03:46.1798270
H	226.201839 00:03:46.2018390
H	226.224848 00:03:46.2248480
H	226.247038 00:03:46.2470380
H	226.270357 00:03:46.2703570
H	226.637906 00:03:46.6379060
C	226.659045 00:03:46.6590450
E	226.680069 00:03:46.6800690
E	226.701053 00:03:46.7010530
E	226.721053 00:03:46.7210530
E	226.741893 00:03:46.7418930
E	226.762689 00:03:46.7626890
E	226.783363 00:03:46.7833630
E	226.803935 00:03:46.8039350
E	226.82357 00:03:46.8235700
E	226.844033 00:03:46.8440330
E	226.864415 00:03:46.8644150
E	226.884764 00:03:46.8847640
E	226.905011 00:03:46.9050110
E	226.92434 00:03:46.9243400
E	226.944425 00:03:46.9444250
E	226.96446 00:03:46.9644600
E	226.984409 00:03:46.9844090
E	227.004322 00:03:47.0043220
E	227.023287 00:03:47.0232870
E	227.043066 00:03:47.0430660
E	227.063583 00:03:47.0635830
C	227.442959 00:03:47.4429590
H	227.461953 00:03:47.4619530
H	227.481061 00:03:47.4810610
H	227.500284 00:03:47.5002840
H	227.519628 00:03:47.5196280
H	227.53909 00:03:47.5390900
H	227.558692 00:03:47.5586920
H	227.578506 00:03:47.5785060
H	227.598443 00:03:47.5984430
H	227.618506 00:03:47.6185060
H	227.638689 00:03:47.6386890
H	227.659001 00:03:47.6590010
H	227.679443 00:03:47.6794430
H	227.700016 00:03:47.7000160
H	227.720834 00:03:47.7208340
H	227.741801 00:03:47.7418010
H	227.762912 00:03:47.7629120
H	227.784164 00:03:47.7841640
H	227.805557 00:03:47.8055570
H	227.827089 00:03:47.8270890
H	227.848767 00:03:47.8487670
H	227.870241 00:03:47.8702410
H	227.887826 00:03:47.8878260
H	228.249437 00:03:48.2494370
C	228.288374 00:03:48.2883740
E	228.326135 00:03:48.3261350
E	228.363673 00:03:48.3636730
E	228.401975 00:03:48.4019750
E	228.439073 00:03:48.4390730
E	228.476923 00:03:48.4769230
E	228.513698 00:03:48.5136980
E	228.55026 00:03:48.5502600
E	228.58757 00:03:48.5875700
E	228.623715 00:03:48.6237150
E	228.660602 00:03:48.6606020
E	228.696339 00:03:48.6963390
E	228.731932 00:03:48.7319320
E	228.768306 00:03:48.7683060
E	228.803546 00:03:48.8035460
E	228.839511 00:03:48.8395110
E	228.874363 00:03:48.8743630
E	228.909024 00:03:48.9090240
E	228.944502 00:03:48.9445020
E	228.978881 00:03:48.9788810
E	229.013975 00:03:49.0139750
E	229.047985 00:03:49.0479850
E	229.081813 00:03:49.0818130
E	229.116348 00:03:49.1163480
E	229.148268 00:03:49.1482680
I	229.512015 00:03:49.5120150
N	229.877138 00:03:49.8771380
E	229.903673 00:03:49.9036730
E	229.930082 00:03:49.9300820
E	229.956315 00:03:49.9563150
E	229.982442 00:03:49.9824420
E	230.008385 00:03:50.0083850
E	230.034234 00:03:50.0342340
E	230.059902 00:03:50.0599020
E	230.085473 00:03:50.0854730
E	230.110866 00:03:50.1108660
E	230.13617 00:03:50.1361700
E	230.1613 00:03:50.1613000
E	230.186338 00:03:50.1863380
E	230.211209 00:03:50.2112090
E	230.235991 00:03:50.2359910
E	230.261792 00:03:50.2617920
E	230.285409 00:03:50.2854090
C	230.667842 00:03:50.6678420
H	230.690305 00:03:50.6903050
H	230.712876 00:03:50.7128760
H	230.735565 00:03:50.7355650
H	230.75749 00:03:50.7574900
H	230.780324 00:03:50.7803240
H	230.803305 00:03:50.8033050
H	230.825498 00:03:50.8254980
H	230.848655 00:03:50.8486550
H	230.87189 00:03:50.8718900
H	230.895278 00:03:50.8952780
H	230.917868 00:03:50.9178680
H	230.941396 00:03:50.9413960
H	230.96508 00:03:50.9650800
H	230.987968 00:03:50.9879680
H	231.011847 00:03:51.0118470
H	231.035803 00:03:51.0358030
H	231.060011 00:03:51.0600110
H	231.419831 00:03:51.4198310
C	231.458854 00:03:51.4588540
E	231.496747 00:03:51.4967470
E	231.535375 00:03:51.5353750
E	231.572908 00:03:51.5729080
E	231.611179 00:03:51.6111790
E	231.648368 00:03:51.6483680
E	231.686289 00:03:51.6862890
E	231.72314 00:03:51.7231400
E	231.759813 00:03:51.7598130
E	231.797194 00:03:51.7971940
E	231.83352 00:03:51.8335200
E	231.870566 00:03:51.8705660
E	231.90657 00:03:51.9065700
E	231.943288 00:03:51.9432880
E	231.978975 00:03:51.9789750
E	232.01537 00:03:52.0153700
E	232.050715 00:03:52.0507150
E	232.086767 00:03:52.0867670
E	232.121807 00:03:52.1218070
E	232.157547 00:03:52.1575470
E	232.192287 00:03:52.1922870
E	232.227722 00:03:52.2277220
E	232.261976 00:03:52.2619760
I	232.623232 00:03:52.6232320
L	232.623232 00:03:52.6232320
I	232.623232 00:03:52.6232320
P	232.946682 00:03:52.9466820
P	232.946682 00:03:52.9466820
N	232.946682 00:03:52.9466820
L	233.112328 00:03:53.1123280
D	233.136962 00:03:53.1369620
E	233.162566 00:03:53.1625660
E	233.18888 00:03:53.1888800
E	233.215085 00:03:53.2150850
E	233.24118 00:03:53.2411800
E	233.267227 00:03:53.2672270
E	233.293887 00:03:53.2938870
E	233.319722 00:03:53.3197220
E	233.345481 00:03:53.3454810
E	233.37116 00:03:53.3711600
E	233.396738 00:03:53.3967380
E	233.422214 00:03:53.4222140
E	233.448352 00:03:53.4483520
E	233.473675 00:03:53.4736750
E	233.498898 00:03:53.4988980
E	233.524025 00:03:53.5240250
E	233.549107 00:03:53.5491070
E	233.574094 00:03:53.5740940
E	233.599672 00:03:53.5996720
E	233.622245 00:03:53.6222450
I	233.923001 00:03:53.9230010
L	233.923001 00:03:53.9230010
I	233.924952 00:03:53.9249520
N	234.235095 00:03:54.2350950
L	234.235095 00:03:54.2350950
I	234.235095 00:03:54.2350950
P	234.397477 00:03:54.3974770
N	234.422947 00:03:54.4229470
E	234.449271 00:03:54.4492710
E	234.475524 00:03:54.4755240
E	234.501669 00:03:54.5016690
E	234.52771 00:03:54.5277100
E	234.553645 00:03:54.5536450
E	234.58019 00:03:54.5801900
E	234.605915 00:03:54.6059150
E	234.631536 00:03:54.6315360
E	234.657057 00:03:54.6570570
E	234.682488 00:03:54.6824880
E	234.707856 00:03:54.7078560
E	234.733827 00:03:54.7338270
E	234.758995 00:03:54.7589950
E	234.784063 00:03:54.7840630
E	234.809035 00:03:54.8090350
E	234.833909 00:03:54.8339090
E	234.85869 00:03:54.8586900
E	234.884057 00:03:54.8840570
E	234.907618 00:03:54.9076180
I	235.209517 00:03:55.2095170
N	235.209517 00:03:55.2095170
N	235.209517 00:03:55.2095170
G	235.209517 00:03:55.2095170
P	235.521611 00:03:55.5216110
L	235.521611 00:03:55.5216110
I	235.521611 00:03:55.5216110
L	235.521611 00:03:55.5216110
F	235.862597 00:03:55.8625970
E	235.887832 00:03:55.8878320
E	235.912967 00:03:55.9129670
E	235.938003 00:03:55.9380030
E	235.962998 00:03:55.9629980
E	235.987896 00:03:55.9878960
E	236.013385 00:03:56.0133850
E	236.038083 00:03:56.0380830
E	236.062685 00:03:56.0626850
E	236.087249 00:03:56.0872490
E	236.111717 00:03:56.1117170
E	236.136095 00:03:56.1360950
E	236.161052 00:03:56.1610520
E	236.184304 00:03:56.1843040
I	236.486203 00:03:56.4862030
N	236.486203 00:03:56.4862030
N	236.486203 00:03:56.4862030
G	236.486203 00:03:56.4862030
P	236.801992 00:03:56.8019920
L	236.801992 00:03:56.8019920
I	236.801992 00:03:56.8019920
L	236.801992 00:03:56.8019920
F	237.136604 00:03:57.1366040
E	237.162002 00:03:57.1620020
E	237.187326 00:03:57.1873260
E	237.212573 00:03:57.2125730
E	237.237778 00:03:57.2377780
E	237.26289 00:03:57.2628900
E	237.288643 00:03:57.2886430
E	237.31365 00:03:57.3136500
E	237.338559 00:03:57.3385590
E	237.363428 00:03:57.3634280
E	237.388228 00:03:57.3882280
E	237.412952 00:03:57.4129520
E	237.438319 00:03:57.4383190
E	237.461881 00:03:57.4618810
I	237.763779 00:03:57.7637790
L	237.763779 00:03:57.7637790
H	237.763779 00:03:57.7637790
H	237.763779 00:03:57.7637790
D	238.079568 00:03:58.0795680
G	238.079568 00:03:58.0795680
L	238.222086 00:03:58.2220860
I	238.222086 00:03:58.2220860
P	238.362152 00:03:58.3621520
P	238.362152 00:03:58.3621520
P	238.499767 00:03:58.4997670
P	238.499767 00:03:58.4997670
P	238.637381 00:03:58.6373810
P	238.637381 00:03:58.6373810
P	238.77595 00:03:58.7759500
P	238.77595 00:03:58.7759500
N	238.914518 00:03:58.9145180
G	238.914518 00:03:58.9145180
L	239.055572 00:03:59.0555720
I	239.055572 00:03:59.0555720
N	239.199113 00:03:59.1991130
B	239.199113 00:03:59.1991130
P	239.499163 00:03:59.4991630
P	239.499163 00:03:59.4991630
N	240.084762 00:04:00.0847620
G	240.084762 00:04:00.0847620
L	240.511423 00:04:00.5114230
O	240.511423 00:04:00.5114230
L	240.653523 00:04:00.6535230
I	240.653523 00:04:00.6535230
P	240.792091 00:04:00.7920910
P	240.792091 00:04:00.7920910
P	240.93066 00:04:00.9306600
